grid,qtr,yr,fat,events,temp,x,precip,gdpg,gdp,ag,lstock,tlag1q,plag1yr,lat,long,tlag1yr,plag1yr,nights,lstock2,adjTmp,adjPrecip,fatn,
66,3,2005,[],[],26.20000076,[],230.6999969,0.070084569,37500000,8524146.88,707871.01,27.30000114,380.7000122,190,372,26,974.7999878,0.0882694,707871.01,-0.351862388,22.51939047,0,0
66,4,2005,0,1,28,12,4.800000191,0.070084569,37500000,8524146.88,707871.01,25.30000114,269.3999939,190,372,28,46.40000153,0.0882694,707871.01,2.852867739,0.845949291,0,0
66,1,2006,0,3,28.30000114,12,140.1999969,0.067259741,40000000,9162650.26,756734.19,27.70000076,80.09999847,190,372,28.60000038,182.4000092,0.0861101,756734.19,-1.450679337,115.6382579,0,0
66,2,2006,0,3,27,12,251.4000092,0.067259741,40000000,9162650.26,756734.19,28.60000038,40.20000076,190,372,26.10000038,233.4000092,0.0861101,756734.19,-1.180485331,95.98723328,0,0
66,3,2006,0,5,25.89999962,12,568.1000366,0.067259741,40000000,9162650.26,756734.19,26.80000114,198.8000031,190,372,26.20000076,230.6999969,0.0861101,756734.19,-0.651863528,359.9194302,0,0
66,4,2006,1,7,27.30000114,12,0,0.067259741,40000000,9162650.26,756734.19,25.5,32.5,190,372,28,4.800000191,0.0861101,756734.19,2.152868879,-3.9540509,1,0
66,1,2007,14,12,28.70000076,12,112.5999985,0.073180809,42900000,9826769.09,809164.94,27,75.09999847,190,372,28.30000114,140.1999969,0.0925308,809164.94,-1.050679717,88.03825955,14,1
66,2,2007,20,14,26.10000038,12,368.2000122,0.073180809,42900000,9826769.09,809164.94,28.60000038,18.39999962,190,372,27,251.4000092,0.0925308,809164.94,-2.080484951,212.7872363,20,1
66,3,2007,5,7,25.89999962,12,406.2000122,0.073180809,42900000,9826769.09,809164.94,27.39999962,189.1000061,190,372,25.89999962,568.1000366,0.0925308,809164.94,-0.651863528,198.0194058,5,0
66,4,2007,9,12,27.5,12,204.1000061,0.073180809,42900000,9826769.09,809164.94,25.70000076,182.9000092,190,372,27.30000114,0,0.0925308,809164.94,2.352867739,200.1459552,9,0
66,1,2008,[],[],28.20000076,[],153.3000031,0.071992871,46000000,10437994.13,864188.16,27,90.09999847,190,372,28.70000076,112.5999985,0.0874427,864188.16,-1.550679717,128.7382641,0,0
66,2,2008,3,7,26.20000076,12,319.5,0.071992871,46000000,10437994.13,864188.16,28.20000076,18,190,372,26.10000038,368.2000122,0.0874427,864188.16,-1.980484571,164.0872241,3,0
66,3,2008,1,7,26.10000038,12,565.4000244,0.071992871,46000000,10437994.13,864188.16,27.20000076,377.1000061,190,372,25.89999962,406.2000122,0.0874427,864188.16,-0.451862768,357.219418,1,0
66,4,2008,2,6,28,12,128.5,0.071992871,46000000,10437994.13,864188.16,25.60000038,239.1000061,190,372,27.5,204.1000061,0.0874427,864188.16,2.852867739,124.5459491,2,0
66,1,2009,0,1,28.5,12,70.5,0.083533442,49900000,11046155.59,920199.22,27.5,132.3000031,190,372,28.20000076,153.3000031,0.0912102,920199.22,-1.250680477,45.93826105,0,0
66,2,2009,[],[],26.5,[],380,0.083533442,49900000,11046155.59,920199.22,28.39999962,0,190,372,26.20000076,319.5,0.0912102,920199.22,-1.680485331,224.5872241,0,0
66,3,2009,0,2,26,12,127.2000046,0.083533442,49900000,11046155.59,920199.22,27.60000038,238.6000061,190,372,26.10000038,565.4000244,0.0912102,920199.22,-0.551863148,-80.98060183,0,0
66,4,2009,0,2,28.30000114,12,0,0.083533442,49900000,11046155.59,920199.22,25.5,30.10000038,190,372,28,128.5,0.0912102,920199.22,3.152868879,-3.9540509,0,0
66,1,2010,0,5,29,12,145.6000061,0.095397859,54600000,11683896.37,979564.05,27,102.9000015,190,372,28.5,70.5,0.0888148,979564.05,-0.750680477,121.0382671,0,0
66,2,2010,11,6,26.70000076,12,360,0.095397859,54600000,11683896.37,979564.05,29.30000114,58.60000229,190,372,26.5,380,0.0888148,979564.05,-1.480484571,204.5872241,11,1
66,3,2010,[],[],25.80000114,[],574.1000366,0.095397859,54600000,11683896.37,979564.05,27.5,216.4000092,190,372,26,127.2000046,0.0888148,979564.05,-0.751862008,365.9194302,0,0
66,4,2010,[],[],27.80000114,[],86.40000153,0.095397859,54600000,11683896.37,979564.05,25.80000114,199.1999969,190,372,28.30000114,0,0.0888148,979564.05,2.652868879,82.44595063,0,0
66,1,2011,[],[],28.39999962,[],23.80000114,0.053079242,57500000,12017192,999404.04,27.39999962,223.1999969,190,372,29,145.6000061,0.0833982,999404.04,-1.350680857,-0.761737812,0,0
66,2,2011,[],[],26.60000038,[],217,0.053079242,57500000,12017192,999404.04,28.10000038,175.8000031,190,372,26.70000076,360,0.0833982,999404.04,-1.580484951,61.58722408,0,0
66,3,2011,[],[],25.89999962,[],290.2000122,0.053079242,57500000,12017192,999404.04,27.60000038,234.4000092,190,372,25.80000114,574.1000366,0.0833982,999404.04,-0.651863528,82.01940577,0,0
66,4,2011,0,2,27,12,0,0.053079242,57500000,12017192,999404.04,25.70000076,202.6999969,190,372,27.80000114,86.40000153,0.0833982,999404.04,1.852867739,-3.9540509,0,0
66,1,2012,4,3,28.39999962,12,50.60000229,0.042058902,59900000,12919542.05,972762.79,27.20000076,104,190,372,28.39999962,23.80000114,0.0819339,972762.79,-1.350680857,26.03826334,4,0
66,2,2012,0,1,26.30000114,12,354.1000061,0.042058902,59900000,12919542.05,972762.79,27.89999962,121.7000046,190,372,26.60000038,217,0.0819339,972762.79,-1.880484191,198.6872302,0,0
66,3,2012,2,2,25.89999962,12,427.7000122,0.042058902,59900000,12919542.05,972762.79,27,252.1999969,190,372,25.89999962,290.2000122,0.0819339,972762.79,-0.651863528,219.5194058,2,0
66,4,2012,0,1,27.80000114,12,47,0.042058902,59900000,12919542.05,972762.79,25.39999962,114.7000046,190,372,27,0,0.0819339,972762.79,2.652868879,43.0459491,0,0
66,1,2013,[],[],28.60000038,[],188.8000031,0.054877934,63200000,13247801.8,1030937.33,27.5,165.9000092,190,372,28.39999962,50.60000229,0.0792973,1030937.33,-1.150680097,164.2382641,0,0
66,2,2013,21,2,26.30000114,12,165.9000092,0.054877934,63200000,13247801.8,1030937.33,29.10000038,68,190,372,26.30000114,354.1000061,0.0792973,1030937.33,-1.880484191,10.48723328,21,1
66,3,2013,0,1,26.10000038,12,396.3999939,0.054877934,63200000,13247801.8,1030937.33,27.20000076,454.7000122,190,372,25.89999962,427.7000122,0.0792973,1030937.33,-0.451862768,188.2193875,0,0
66,4,2013,[],[],27.70000076,[],60.70000076,0.054877934,63200000,13247801.8,1030937.33,25.20000076,8.100000381,190,372,27.80000114,47,0.0792973,1030937.33,2.552868499,56.74594986,0,0
66,1,2014,[],[],28.60000038,[],139,0.062229416,67200000,13793450.01,1086847,27.60000038,40.10000229,190,372,28.60000038,188.8000031,0.0813335,1086847,-1.150680097,114.438261,0,0
66,2,2014,3,2,26.80000114,12,221.8000031,0.062229416,67200000,13793450.01,1086847,28.60000038,79.80000305,190,372,26.30000114,165.9000092,0.0813335,1086847,-1.380484191,66.38722718,3,0
66,3,2014,[],[],25.89999962,[],373.3000183,0.062229416,67200000,13793450.01,1086847,27.60000038,228.3000031,190,372,26.10000038,396.3999939,0.0813335,1086847,-0.651863528,165.1194119,0,0
66,4,2014,[],[],27.70000076,[],42.79999924,0.062229416,67200000,13793450.01,1086847,25.39999962,290.2000122,190,372,27.70000076,60.70000076,0.0813335,1086847,2.552868499,38.84594834,0,0
66,1,2015,0,2,28.80000114,12,247.6000061,0.027863983,69000000,14274936.74,1151323.39,27.60000038,240.3000031,190,372,28.60000038,139,0.0762499,1151323.39,-0.950679337,223.0382671,0,0
66,2,2015,[],[],26.89999962,[],376.8000183,0.027863983,69000000,14274936.74,1151323.39,28.80000114,88.40000153,190,372,26.80000114,221.8000031,0.0762499,1151323.39,-1.280485711,221.3872424,0,0
66,3,2015,[],[],25.89999962,[],321,0.027863983,69000000,14274936.74,1151323.39,28,145.9000092,190,372,25.89999962,373.3000183,0.0762499,1151323.39,-0.651863528,112.8193936,0,0
66,4,2015,[],[],26.89999962,[],0,0.027863983,69000000,14274936.74,1151323.39,25.60000038,225.3000031,190,372,27.70000076,42.79999924,0.0762499,1151323.39,1.752867359,-3.9540509,0,0
67,1,1997,1,1,27.39999962,12,130.1000061,0.028022564,21789097.84,3611905.26,512461.13,26.70000076,136.5,190,374,27.89999962,144.9000092,0.0819265,512461.13,-2.350680857,105.5382671,1,0
67,2,1997,0,1,25.5,12,334.3000183,0.028022564,21789097.84,3611905.26,512461.13,27.60000038,8.400000572,190,374,26.10000038,218.6000061,0.0819265,512461.13,-2.680485331,178.8872424,0,0
67,3,1997,1,1,26.30000114,12,264.7000122,0.028022564,21789097.84,3611905.26,512461.13,26.39999962,266.3999939,190,374,25.5,420.6000061,0.0819265,512461.13,-0.251862008,56.51940577,1,0
67,4,1997,0,1,26.89999962,12,54.29999924,0.028022564,21789097.84,3611905.26,512461.13,25.20000076,263.7000122,190,374,27,50.40000153,0.0819265,512461.13,1.752867359,50.34594834,0,0
67,1,1998,[],[],29.10000038,[],102.0999985,0.024956015,22332866.9,3752769.63,526297.84,26.80000114,157.4000092,190,374,27.39999962,130.1000061,0.0890398,526297.84,-0.650680097,77.53825955,0,0
67,2,1998,[],[],26.89999962,[],335.7000122,0.024956015,22332866.9,3752769.63,526297.84,28.70000076,40.79999924,190,374,25.5,334.3000183,0.0890398,526297.84,-1.280485711,180.2872363,0,0
67,3,1998,0,1,26,12,344.8999939,0.024956015,22332866.9,3752769.63,526297.84,27.80000114,270.8000183,190,374,26.30000114,264.7000122,0.0890398,526297.84,-0.551863148,136.7193875,0,0
67,4,1998,3,3,27.10000038,12,38.70000076,0.024956015,22332866.9,3752769.63,526297.84,25.39999962,187.1000061,190,374,26.89999962,54.29999924,0.0890398,526297.84,1.952868119,34.74594986,3,0
67,1,1999,33,3,27.89999962,12,108.4000015,0.005218444,22449409.72,3949415.21,541034.01,27.5,111.7000046,190,374,29.10000038,102.0999985,0.0655456,541034.01,-1.850680857,83.83826255,33,1
67,2,1999,9,2,26.60000038,12,234.4000092,0.005218444,22449409.72,3949415.21,541034.01,27.70000076,51.79999924,190,374,26.89999962,335.7000122,0.0655456,541034.01,-1.580484951,78.98723328,9,0
67,3,1999,29,6,25.39999962,12,384.5,0.005218444,22449409.72,3949415.21,541034.01,27.30000114,257.1000061,190,374,26,344.8999939,0.0655456,541034.01,-1.151863528,176.3193936,29,1
67,4,1999,15,1,27.10000038,12,3.200000048,0.005218444,22449409.72,3949415.21,541034.01,25,254.1000061,190,374,27.10000038,38.70000076,0.0655456,541034.01,1.952868119,-0.754050852,15,1
67,1,2000,[],[],28.39999962,[],73.5,0.055184997,23688280.33,4067897.64,553478.21,26.80000114,94.90000153,190,374,27.89999962,108.4000015,0.0843142,553478.21,-1.350680857,48.93826105,0,0
67,2,2000,5,1,26.5,12,209.1000061,0.055184997,23688280.33,4067897.64,553478.21,27.80000114,5.300000191,190,374,26.60000038,234.4000092,0.0843142,553478.21,-1.680485331,53.68723018,5,0
67,3,2000,[],[],25.80000114,[],420.8999939,0.055184997,23688280.33,4067897.64,553478.21,27.60000038,237.6999969,190,374,25.39999962,384.5,0.0843142,553478.21,-0.751862008,212.7193875,0,0
67,4,2000,[],[],27.30000114,[],21.30000114,0.055184997,23688280.33,4067897.64,553478.21,25.5,253.6000061,190,374,27.10000038,3.200000048,0.0843142,553478.21,2.152868879,17.34595024,0,0
67,1,2001,20,1,28.39999962,12,133,0.066668482,25267542.02,4222477.41,570082.86,27.10000038,51.5,190,374,28.39999962,73.5,0.090268,570082.86,-1.350680857,108.438261,20,1
67,2,2001,20,1,26.39999962,12,276,0.066668482,25267542.02,4222477.41,570082.86,28.39999962,64,190,374,26.5,209.1000061,0.090268,570082.86,-1.780485711,120.5872241,20,1
67,3,2001,20,1,25.30000114,12,357.8000183,0.066668482,25267542.02,4222477.41,570082.86,27.60000038,242,190,374,25.80000114,420.8999939,0.090268,570082.86,-1.251862008,149.6194119,20,1
67,4,2001,[],[],27.89999962,[],39,0.066668482,25267542.02,4222477.41,570082.86,25.20000076,293,190,374,27.30000114,21.30000114,0.090268,570082.86,2.752867359,35.0459491,0,0
67,1,2002,[],[],28.39999962,[],133,0.146043815,28957710.24,6977878.78,597498.38,27.39999962,100,190,374,28.39999962,133,0.0877979,597498.38,-1.350680857,108.438261,0,0
67,2,2002,[],[],26.70000076,[],276,0.146043815,28957710.24,6977878.78,597498.38,28.20000076,64,190,374,26.39999962,276,0.0877979,597498.38,-1.480484571,120.5872241,0,0
67,3,2002,70,1,25.89999962,12,351.2000122,0.146043815,28957710.24,6977878.78,597498.38,27.70000076,242,190,374,25.30000114,357.8000183,0.0877979,597498.38,-0.651863528,143.0194058,70,1
67,4,2002,[],[],27.30000114,[],39,0.146043815,28957710.24,6977878.78,597498.38,25.80000114,293,190,374,27.89999962,39,0.0877979,597498.38,2.152868879,35.0459491,0,0
67,1,2003,21,4,28.70000076,12,133,0.095026061,31709447.39,7493024.2,622559.31,27.30000114,100.0999985,190,374,28.39999962,133,0.0840247,622559.31,-1.050679717,108.438261,21,1
67,2,2003,24,3,26.39999962,12,276,0.095026061,31709447.39,7493024.2,622559.31,28.70000076,64,190,374,26.70000076,276,0.0840247,622559.31,-1.780485711,120.5872241,24,1
67,3,2003,6,1,26.30000114,12,348,0.095026061,31709447.39,7493024.2,622559.31,27.70000076,242,190,374,25.89999962,351.2000122,0.0840247,622559.31,-0.251862008,139.8193936,6,0
67,4,2003,[],[],27.39999962,[],17.20000076,0.095026061,31709447.39,7493024.2,622559.31,26,293,190,374,27.30000114,39,0.0840247,622559.31,2.252867359,13.24594986,0,0
67,1,2004,0,7,28.5,12,133,0.104420038,35020549.08,7956655.07,663025.91,27.30000114,100,190,374,28.70000076,133,0.0891343,663025.91,-1.250680477,108.438261,0,0
67,2,2004,0,5,26.10000038,12,235.6999969,0.104420038,35020549.08,7956655.07,663025.91,28.20000076,25.30000114,190,374,26.39999962,276,0.0891343,663025.91,-2.080484951,80.28722098,0,0
67,3,2004,6,7,26.10000038,12,348,0.104420038,35020549.08,7956655.07,663025.91,26.89999962,294,190,374,26.30000114,348,0.0891343,663025.91,-0.451862768,139.8193936,6,0
67,4,2004,0,1,27.80000114,12,91.5,0.104420038,35020549.08,7956655.07,663025.91,25.80000114,293,190,374,27.39999962,17.20000076,0.0891343,663025.91,2.652868879,87.5459491,0,0
67,1,2005,0,1,28.60000038,12,182.4000092,0.070084569,37500000,8524146.88,707871.01,27.30000114,184.1999969,190,374,28.5,133,0.0882694,707871.01,-1.150680097,157.8382702,0,0
67,2,2005,0,3,26.20000076,12,253.8000031,0.070084569,37500000,8524146.88,707871.01,29,62.60000229,190,374,26.10000038,235.6999969,0.0882694,707871.01,-1.980484571,98.38722718,0,0
67,3,2005,2,6,26.30000114,12,348,0.070084569,37500000,8524146.88,707871.01,27.20000076,242,190,374,26.10000038,348,0.0882694,707871.01,-0.251862008,139.8193936,2,0
67,4,2005,0,4,27.80000114,12,39,0.070084569,37500000,8524146.88,707871.01,25.5,313.1000061,190,374,27.80000114,91.5,0.0882694,707871.01,2.652868879,35.0459491,0,0
67,1,2006,0,3,28.30000114,12,188.8000031,0.067259741,40000000,9162650.26,756734.19,27.60000038,100,190,374,28.60000038,182.4000092,0.0861101,756734.19,-1.450679337,164.2382641,0,0
67,2,2006,1,5,27.10000038,12,276,0.067259741,40000000,9162650.26,756734.19,28.5,89.90000153,190,374,26.20000076,253.8000031,0.0861101,756734.19,-1.080484951,120.5872241,1,0
67,3,2006,0,4,26,12,610.4000244,0.067259741,40000000,9162650.26,756734.19,26.89999962,242,190,374,26.30000114,348,0.0861101,756734.19,-0.551863148,402.219418,0,0
67,4,2006,0,3,27,12,39,0.067259741,40000000,9162650.26,756734.19,25.80000114,293,190,374,27.80000114,39,0.0861101,756734.19,1.852867739,35.0459491,0,0
67,1,2007,9,5,28.60000038,12,51.20000076,0.073180809,42900000,9826769.09,809164.94,26.80000114,100,190,374,28.30000114,188.8000031,0.0925308,809164.94,-1.150680097,26.63826181,9,0
67,2,2007,0,6,26.20000076,12,276,0.073180809,42900000,9826769.09,809164.94,28.5,64,190,374,27.10000038,276,0.0925308,809164.94,-1.980484571,120.5872241,0,0
67,3,2007,0,6,26,12,348,0.073180809,42900000,9826769.09,809164.94,27.39999962,242,190,374,26,610.4000244,0.0925308,809164.94,-0.551863148,139.8193936,0,0
67,4,2007,0,1,27.20000076,12,39,0.073180809,42900000,9826769.09,809164.94,25.89999962,293,190,374,27,39,0.0925308,809164.94,2.052868499,35.0459491,0,0
67,1,2008,3,5,28.10000038,12,103.2000046,0.071992871,46000000,10437994.13,864188.16,26.80000114,100,190,374,28.60000038,51.20000076,0.0874427,864188.16,-1.650680097,78.63826565,3,0
67,2,2008,5,5,26.30000114,12,315.8999939,0.071992871,46000000,10437994.13,864188.16,28.10000038,28.30000114,190,374,26.20000076,276,0.0874427,864188.16,-1.880484191,160.487218,5,0
67,3,2008,12,15,26.30000114,12,348,0.071992871,46000000,10437994.13,864188.16,27.20000076,242,190,374,26,348,0.0874427,864188.16,-0.251862008,139.8193936,12,1
67,4,2008,2,3,27.80000114,12,138.6999969,0.071992871,46000000,10437994.13,864188.16,25.80000114,381.2000122,190,374,27.20000076,39,0.0874427,864188.16,2.652868879,134.745946,2,0
67,1,2009,8,11,28.39999962,12,133,0.083533442,49900000,11046155.59,920199.22,27.39999962,174.6999969,190,374,28.10000038,103.2000046,0.0912102,920199.22,-1.350680857,108.438261,8,0
67,2,2009,3,19,26.70000076,12,301.3000183,0.083533442,49900000,11046155.59,920199.22,28.30000114,64,190,374,26.30000114,315.8999939,0.0912102,920199.22,-1.480484571,145.8872424,3,0
67,3,2009,0,2,26.10000038,12,166.1000061,0.083533442,49900000,11046155.59,920199.22,27.60000038,322.5,190,374,26.30000114,348,0.0912102,920199.22,-0.451862768,-42.08060033,0,0
67,4,2009,0,3,28.10000038,12,0,0.083533442,49900000,11046155.59,920199.22,25.70000076,34.40000153,190,374,27.80000114,138.6999969,0.0912102,920199.22,2.952868119,-3.9540509,0,0
67,1,2010,7,3,28.89999962,12,110.2000046,0.095397859,54600000,11683896.37,979564.05,26.89999962,77.09999847,190,374,28.39999962,133,0.0888148,979564.05,-0.850680857,85.63826565,7,0
67,2,2010,0,6,26.80000114,12,319.3999939,0.095397859,54600000,11683896.37,979564.05,29.10000038,79.90000153,190,374,26.70000076,301.3000183,0.0888148,979564.05,-1.380484191,163.987218,0,0
67,3,2010,0,1,25.89999962,12,466.6000061,0.095397859,54600000,11683896.37,979564.05,27.5,185.3000031,190,374,26.10000038,166.1000061,0.0888148,979564.05,-0.651863528,258.4193997,0,0
67,4,2010,4,2,27.5,12,33.20000076,0.095397859,54600000,11683896.37,979564.05,26,293,190,374,28.10000038,0,0.0888148,979564.05,2.352867739,29.24594986,4,0
67,1,2011,0,1,28.39999962,12,35.70000076,0.053079242,57500000,12017192,999404.04,27.39999962,179.1000061,190,374,28.89999962,110.2000046,0.0833982,999404.04,-1.350680857,11.13826181,0,0
67,2,2011,0,2,26.70000076,12,232.1999969,0.053079242,57500000,12017192,999404.04,27.89999962,165.4000092,190,374,26.80000114,319.3999939,0.0833982,999404.04,-1.480484571,76.78722098,0,0
67,3,2011,0,1,26,12,365.7000122,0.053079242,57500000,12017192,999404.04,27.60000038,199.3000031,190,374,25.89999962,466.6000061,0.0833982,999404.04,-0.551863148,157.5194058,0,0
67,4,2011,[],[],26.80000114,[],39,0.053079242,57500000,12017192,999404.04,25.89999962,410.6000061,190,374,27.5,33.20000076,0.0833982,999404.04,1.652868879,35.0459491,0,0
67,1,2012,22,5,28.30000114,12,133,0.042058902,59900000,12919542.05,972762.79,27,100,190,374,28.39999962,35.70000076,0.0819339,972762.79,-1.450679337,108.438261,22,1
67,2,2012,2,2,26.5,12,400.3000183,0.042058902,59900000,12919542.05,972762.79,27.80000114,64,190,374,26.70000076,232.1999969,0.0819339,972762.79,-1.680485331,244.8872424,2,0
67,3,2012,2,4,26,12,224,0.042058902,59900000,12919542.05,972762.79,27,242,190,374,26,365.7000122,0.0819339,972762.79,-0.551863148,15.81939357,2,0
67,4,2012,2,7,27.5,12,39,0.042058902,59900000,12919542.05,972762.79,25.60000038,178.3000031,190,374,26.80000114,39,0.0819339,972762.79,2.352867739,35.0459491,2,0
67,1,2013,0,3,28.60000038,12,188.8000031,0.054877934,63200000,13247801.8,1030937.33,27.5,173.8000031,190,374,28.30000114,133,0.0792973,1030937.33,-1.150680097,164.2382641,0,0
67,2,2013,4,6,26.5,12,202.6999969,0.054877934,63200000,13247801.8,1030937.33,28.70000076,64,190,374,26.5,400.3000183,0.0792973,1030937.33,-1.680485331,47.28722098,4,0
