grid,qtr,yr,fat,events,temp,x,precip,gdpg,gdp,ag,lstock,tlag1q,plag1yr,lat,long,tlag1yr,plag1yr,nights,lstock2,adjTmp,adjPrecip,fatn,thresh10
114,2,2010,1,2,27.80000114,12,167.1000061,0.095397859,54600000,11683896.37,979564.05,31.70000076,2,196,378,27.80000114,187.6000061,0.0888148,979564.05,-1.43571361,48.20812087,1,0
114,3,2010,1,1,26.5,12,217.5,0.095397859,54600000,11683896.37,979564.05,29.20000076,148.8000031,196,378,27.20000076,263.8000183,0.0888148,979564.05,-0.380844468,52.43376373,1,0
114,4,2010,0,1,26.5,12,0,0.095397859,54600000,11683896.37,979564.05,26.80000114,158.8000031,196,378,27.10000038,0,0.0888148,979564.05,2.716558018,-0.045454545,0,0
114,1,2011,252,6,31.5,12,0,0.053079242,57500000,12017192,999404.04,28.10000038,27,196,378,31.5,3.700000048,0.0833982,999404.04,1.3779217,-7.622402664,252,1
114,2,2011,8,1,27.70000076,12,97.59999847,0.053079242,57500000,12017192,999404.04,30.10000038,1.5,196,378,27.80000114,167.1000061,0.0833982,999404.04,-1.53571399,-21.29188676,8,0
114,3,2011,0,1,26.80000114,12,258,0.053079242,57500000,12017192,999404.04,28.60000038,159.8000031,196,378,26.5,217.5,0.0833982,999404.04,-0.080843328,92.93376373,0,0
114,4,2011,[],[],25.5,[],0,0.053079242,57500000,12017192,999404.04,26.80000114,196.3000031,196,378,26.5,0,0.0833982,999404.04,1.716558018,-0.045454545,0,0
114,1,2012,2,3,30.30000114,12,0,0.042058902,59900000,12919542.05,972762.79,27,0,196,378,31.5,0,0.0819339,972762.79,0.17792284,-7.622402664,2,0
114,2,2012,1,2,26.80000114,12,304.1000061,0.042058902,59900000,12919542.05,972762.79,30.30000114,0,196,378,27.70000076,97.59999847,0.0819339,972762.79,-2.43571361,185.2081209,1,0
114,3,2012,0,1,26.39999962,12,281.3000183,0.042058902,59900000,12919542.05,972762.79,27.80000114,173.5,196,378,26.80000114,258,0.0819339,972762.79,-0.480844848,116.233782,0,0
114,4,2012,6,3,26.5,12,0,0.042058902,59900000,12919542.05,972762.79,26,150.3000031,196,378,25.5,0,0.0819339,972762.79,2.716558018,-0.045454545,6,0
114,1,2013,2,4,32.5,12,56.5,0.054877934,63200000,13247801.8,1030937.33,28,4.200000286,196,378,30.30000114,0,0.0792973,1030937.33,2.3779217,48.87759734,2,0
114,2,2013,6,1,27.60000038,12,239.9000092,0.054877934,63200000,13247801.8,1030937.33,30,0,196,378,26.80000114,304.1000061,0.0792973,1030937.33,-1.63571437,121.008124,6,0
114,3,2013,0,2,26.60000038,12,230,0.054877934,63200000,13247801.8,1030937.33,28.60000038,55.90000153,196,378,26.39999962,281.3000183,0.0792973,1030937.33,-0.280844088,64.93376373,0,0
114,4,2013,49,11,27,12,0,0.054877934,63200000,13247801.8,1030937.33,25.80000114,189.6999969,196,378,26.5,0,0.0792973,1030937.33,3.216558018,-0.045454545,49,1
114,1,2014,8,5,31.39999962,12,17.30000114,0.062229416,67200000,13793450.01,1086847,27.89999962,0,196,378,32.5,56.5,0.0813335,1086847,1.27792132,9.677598476,8,0
114,2,2014,53,7,28.30000114,12,175,0.062229416,67200000,13793450.01,1086847,29.89999962,0.200000003,196,378,27.60000038,239.9000092,0.0813335,1086847,-0.93571361,56.10811477,53,1
114,3,2014,30,4,26.5,12,329.7000122,0.062229416,67200000,13793450.01,1086847,28.20000076,165,196,378,26.60000038,230,0.0813335,1086847,-0.380844468,164.6337759,30,1
114,4,2014,53,14,26.70000076,12,0,0.062229416,67200000,13793450.01,1086847,26.20000076,232.3000031,196,378,27,0,0.0813335,1086847,2.916558778,-0.045454545,53,1
114,1,2015,110,13,31.39999962,12,48.70000076,0.027863983,69000000,14274936.74,1151323.39,28,0,196,378,31.39999962,17.30000114,0.0762499,1151323.39,1.27792132,41.0775981,110,1
114,2,2015,273,28,28.10000038,12,253.1000061,0.027863983,69000000,14274936.74,1151323.39,30.20000076,0.600000024,196,378,28.30000114,175,0.0762499,1151323.39,-1.13571437,134.2081209,273,1
114,3,2015,3,3,26.39999962,12,219.6999969,0.027863983,69000000,14274936.74,1151323.39,29.39999962,129.5,196,378,26.5,329.7000122,0.0762499,1151323.39,-0.480844848,54.63376063,3,0
114,4,2015,1,1,24.80000114,12,0,0.027863983,69000000,14274936.74,1151323.39,26.60000038,257.8999939,196,378,26.70000076,0,0.0762499,1151323.39,1.016559158,-0.045454545,1,0
115,1,2009,[],[],30.80000114,[],40,0.083533442,49900000,11046155.59,920199.22,27.39999962,0,196,380,30.70000076,31,0.0912102,920199.22,0.67792284,32.37759734,0,0
115,2,2009,[],[],27.60000038,[],186.6999969,0.083533442,49900000,11046155.59,920199.22,29.89999962,4,196,380,27.20000076,167.9000092,0.0912102,920199.22,-1.63571437,67.80811167,0,0
115,3,2009,[],[],27,[],219.6999969,0.083533442,49900000,11046155.59,920199.22,28.20000076,207.9000092,196,380,26.5,233.3000031,0.0912102,920199.22,0.119155532,54.63376063,0,0
115,4,2009,[],[],26.80000114,[],0,0.083533442,49900000,11046155.59,920199.22,27,313.7000122,196,380,27.20000076,0,0.0912102,920199.22,3.016559158,-0.045454545,0,0
115,1,2010,[],[],31,[],9.800000191,0.095397859,54600000,11683896.37,979564.05,27.10000038,4.599999905,196,380,30.80000114,40,0.0888148,979564.05,0.8779217,2.177597527,0,0
115,2,2010,[],[],27.60000038,[],224.5,0.095397859,54600000,11683896.37,979564.05,30.89999962,4,196,380,27.60000038,186.6999969,0.0888148,979564.05,-1.63571437,105.6081148,0,0
115,3,2010,[],[],26.20000076,[],227.5,0.095397859,54600000,11683896.37,979564.05,29.30000114,107.9000015,196,380,27,219.6999969,0.0888148,979564.05,-0.680843708,62.43376373,0,0
115,4,2010,[],[],26.20000076,[],0,0.095397859,54600000,11683896.37,979564.05,26.39999962,164.6000061,196,380,26.80000114,0,0.0888148,979564.05,2.416558778,-0.045454545,0,0
115,1,2011,3,1,31.39999962,12,0,0.053079242,57500000,12017192,999404.04,28.39999962,17.20000076,196,380,31,9.800000191,0.0833982,999404.04,1.27792132,-7.622402664,3,0
115,2,2011,[],[],27.5,[],87.09999847,0.053079242,57500000,12017192,999404.04,29.89999962,3.100000143,196,380,27.60000038,224.5,0.0833982,999404.04,-1.73571475,-31.79188676,0,0
115,3,2011,0,1,26.60000038,12,265,0.053079242,57500000,12017192,999404.04,28.70000076,119.3000031,196,380,26.20000076,227.5,0.0833982,999404.04,-0.280844088,99.93376373,0,0
115,4,2011,[],[],25.20000076,[],0,0.053079242,57500000,12017192,999404.04,26.70000076,210.3000031,196,380,26.20000076,0,0.0833982,999404.04,1.416558778,-0.045454545,0,0
115,1,2012,[],[],29.89999962,[],0,0.042058902,59900000,12919542.05,972762.79,26.80000114,0,196,380,31.39999962,0,0.0819339,972762.79,-0.22207868,-7.622402664,0,0
115,2,2012,[],[],26.60000038,[],306.8999939,0.042058902,59900000,12919542.05,972762.79,30,0,196,380,27.5,87.09999847,0.0819339,972762.79,-2.63571437,188.0081087,0,0
115,3,2012,10,1,25.89999962,12,287.3999939,0.042058902,59900000,12919542.05,972762.79,28,165,196,380,26.60000038,265,0.0819339,972762.79,-0.980844848,122.3337576,10,0
115,4,2012,[],[],26.20000076,[],0,0.042058902,59900000,12919542.05,972762.79,25.80000114,155.8000031,196,380,25.20000076,0,0.0819339,972762.79,2.416558778,-0.045454545,0,0
115,1,2013,0,3,32.60000229,12,139.6999969,0.054877934,63200000,13247801.8,1030937.33,28,5.599999905,196,380,29.89999962,0,0.0792973,1030937.33,2.47792399,132.0775942,0,0
115,2,2013,[],[],27.39999962,[],196.9000092,0.054877934,63200000,13247801.8,1030937.33,29.5,0,196,380,26.60000038,306.8999939,0.0792973,1030937.33,-1.83571513,78.00812397,0,0
115,3,2013,8,1,26.10000038,12,246.4000092,0.054877934,63200000,13247801.8,1030937.33,28.70000076,53.20000076,196,380,25.89999962,287.3999939,0.0792973,1030937.33,-0.780844088,81.33377293,8,0
115,4,2013,1,3,26.80000114,12,0,0.054877934,63200000,13247801.8,1030937.33,25.39999962,170,196,380,26.20000076,0,0.0792973,1030937.33,3.016559158,-0.045454545,1,0
115,1,2014,[],[],31.20000076,[],33.29999924,0.062229416,67200000,13793450.01,1086847,28,0,196,380,32.60000229,139.6999969,0.0813335,1086847,1.07792246,25.67759658,0,0
115,2,2014,17,4,28.10000038,12,185.4000092,0.062229416,67200000,13793450.01,1086847,29.30000114,0.699999988,196,380,27.39999962,196.9000092,0.0813335,1086847,-1.13571437,66.50812397,17,1
115,3,2014,1,2,26,12,296.6000061,0.062229416,67200000,13793450.01,1086847,28.39999962,132.5,196,380,26.10000038,246.4000092,0.0813335,1086847,-0.880844468,131.5337698,1,0
115,4,2014,15,3,26.5,12,0,0.062229416,67200000,13793450.01,1086847,25.80000114,235.1999969,196,380,26.80000114,0,0.0813335,1086847,2.716558018,-0.045454545,15,1
115,1,2015,36,2,31.30000114,12,28.20000076,0.027863983,69000000,14274936.74,1151323.39,27.89999962,0,196,380,31.20000076,33.29999924,0.0762499,1151323.39,1.17792284,20.5775981,36,1
115,2,2015,4,3,27.80000114,12,189,0.027863983,69000000,14274936.74,1151323.39,29.60000038,2.100000143,196,380,28.10000038,185.4000092,0.0762499,1151323.39,-1.43571361,70.10811477,4,0
115,3,2015,140,12,26,12,269.3000183,0.027863983,69000000,14274936.74,1151323.39,29.10000038,111.7000046,196,380,26,296.6000061,0.0762499,1151323.39,-0.880844468,104.233782,140,1
115,4,2015,21,3,24.30000114,12,0,0.027863983,69000000,14274936.74,1151323.39,26.39999962,250.6999969,196,380,26.5,0,0.0762499,1151323.39,0.516559158,-0.045454545,21,1
116,1,2009,[],[],29.39999962,[],42,0.083533442,49900000,11046155.59,920199.22,26,0,196,382,29.30000114,32.60000229,0.0912102,920199.22,-0.72207868,34.37759734,0,0
116,2,2009,[],[],26.5,[],183,0.083533442,49900000,11046155.59,920199.22,28.39999962,5,196,382,26.20000076,197,0.0912102,920199.22,-2.73571475,64.10811477,0,0
116,3,2009,[],[],25.80000114,[],175.4000092,0.083533442,49900000,11046155.59,920199.22,27.20000076,205.1999969,196,382,25.39999962,205.6000061,0.0912102,920199.22,-1.080843328,10.33377293,0,0
116,4,2009,[],[],25.10000038,[],0,0.083533442,49900000,11046155.59,920199.22,25.80000114,235.8000031,196,382,25.89999962,0,0.0912102,920199.22,1.316558398,-0.045454545,0,0
116,1,2010,[],[],29.30000114,[],15.90000057,0.095397859,54600000,11683896.37,979564.05,25.80000114,9.5,196,382,29.39999962,42,0.0888148,979564.05,-0.82207716,8.277597906,0,0
116,2,2010,17,1,26.30000114,12,270.8000183,0.095397859,54600000,11683896.37,979564.05,29.10000038,5,196,382,26.5,183,0.0888148,979564.05,-2.93571361,151.9081331,17,1
116,3,2010,[],[],25,[],232.9000092,0.095397859,54600000,11683896.37,979564.05,28.20000076,76.90000153,196,382,25.80000114,175.4000092,0.0888148,979564.05,-1.880844468,67.83377293,0,0
116,4,2010,[],[],25,[],0,0.095397859,54600000,11683896.37,979564.05,25.10000038,173,196,382,25.10000038,0,0.0888148,979564.05,1.216558018,-0.045454545,0,0
116,1,2011,50,1,30.20000076,12,0,0.053079242,57500000,12017192,999404.04,27.30000114,3.400000095,196,382,29.30000114,15.90000057,0.0833982,999404.04,0.07792246,-7.622402664,50,1
116,2,2011,[],[],26.30000114,[],64.59999847,0.053079242,57500000,12017192,999404.04,28.39999962,5,196,382,26.30000114,270.8000183,0.0833982,999404.04,-2.93571361,-54.29188676,0,0
116,3,2011,[],[],25.39999962,[],267,0.053079242,57500000,12017192,999404.04,27.80000114,89,196,382,25,232.9000092,0.0833982,999404.04,-1.480844848,101.9337637,0,0
116,4,2011,[],[],24.20000076,[],0,0.053079242,57500000,12017192,999404.04,25.5,205.9000092,196,382,25,0,0.0833982,999404.04,0.416558778,-0.045454545,0,0
116,1,2012,0,5,28.30000114,12,0,0.042058902,59900000,12919542.05,972762.79,25.39999962,0,196,382,30.20000076,0,0.0819339,972762.79,-1.82207716,-7.622402664,0,0
116,2,2012,0,1,25.5,12,304.7000122,0.042058902,59900000,12919542.05,972762.79,28.70000076,5,196,382,26.30000114,64.59999847,0.0819339,972762.79,-3.73571475,185.808127,0,0
116,3,2012,[],[],24.70000076,[],288.3999939,0.042058902,59900000,12919542.05,972762.79,27,162.9000092,196,382,25.39999962,267,0.0819339,972762.79,-2.180843708,123.3337576,0,0
116,4,2012,[],[],25,[],0,0.042058902,59900000,12919542.05,972762.79,24.5,163.6999969,196,382,24.20000076,0,0.0819339,972762.79,1.216558018,-0.045454545,0,0
116,1,2013,[],[],31.30000114,[],235.5,0.054877934,63200000,13247801.8,1030937.33,26.70000076,3.799999952,196,382,28.30000114,0,0.0792973,1030937.33,1.17792284,227.8775973,0,0
116,2,2013,[],[],26.30000114,[],146.3000031,0.054877934,63200000,13247801.8,1030937.33,27.80000114,5,196,382,25.5,304.7000122,0.0792973,1030937.33,-2.93571361,27.40811787,0,0
116,3,2013,[],[],24.89999962,[],257.3999939,0.054877934,63200000,13247801.8,1030937.33,27.80000114,154,196,382,24.70000076,288.3999939,0.0792973,1030937.33,-1.980844848,92.33375763,0,0
116,4,2013,1,1,25.80000114,12,0,0.054877934,63200000,13247801.8,1030937.33,24.10000038,153.8000031,196,382,25,0,0.0792973,1030937.33,2.016559158,-0.045454545,1,0
116,1,2014,[],[],29.89999962,[],47.60000229,0.062229416,67200000,13793450.01,1086847,26.80000114,0,196,382,31.30000114,235.5,0.0813335,1086847,-0.22207868,39.97759963,0,0
116,2,2014,[],[],27,[],191.9000092,0.062229416,67200000,13793450.01,1086847,27.60000038,1.800000072,196,382,26.30000114,146.3000031,0.0813335,1086847,-2.23571475,73.00812397,0,0
116,3,2014,[],[],24.89999962,[],263.8000183,0.062229416,67200000,13793450.01,1086847,27.20000076,107,196,382,24.89999962,257.3999939,0.0813335,1086847,-1.980844848,98.73378203,0,0
116,4,2014,[],[],25.39999962,[],0,0.062229416,67200000,13793450.01,1086847,24.5,239,196,382,25.80000114,0,0.0813335,1086847,1.616557638,-0.045454545,0,0
116,1,2015,23,2,30,12,6.400000095,0.027863983,69000000,14274936.74,1151323.39,26.70000076,0,196,382,29.89999962,47.60000229,0.0762499,1151323.39,-0.1220783,-1.222402569,23,1
116,2,2015,[],[],26.5,[],130.9000092,0.027863983,69000000,14274936.74,1151323.39,28,5.400000095,196,382,27,191.9000092,0.0762499,1151323.39,-2.73571475,12.00812397,0,0
116,3,2015,14,2,24.80000114,12,310.5,0.027863983,69000000,14274936.74,1151323.39,28.10000038,97.20000458,196,382,24.89999962,263.8000183,0.0762499,1151323.39,-2.080843328,145.4337637,14,1
116,4,2015,58,2,23.20000076,12,0,0.027863983,69000000,14274936.74,1151323.39,25.20000076,253.5,196,382,25.39999962,0,0.0762499,1151323.39,-0.583441222,-0.045454545,58,1
117,1,2009,[],[],28.39999962,[],40,0.083533442,49900000,11046155.59,920199.22,24.89999962,0,196,384,28.20000076,40,0.0912102,920199.22,-1.72207868,32.37759734,0,0
117,2,2009,[],[],25.60000038,[],191,0.083533442,49900000,11046155.59,920199.22,26.89999962,4,196,384,25.20000076,191,0.0912102,920199.22,-3.63571437,72.10811477,0,0
117,3,2009,[],[],25,[],172.8000031,0.083533442,49900000,11046155.59,920199.22,26.30000114,155,196,384,24.39999962,202.5,0.0912102,920199.22,-1.880844468,7.733766827,0,0
117,4,2009,[],[],23.89999962,[],0,0.083533442,49900000,11046155.59,920199.22,24.89999962,236.6999969,196,384,24.80000114,0,0.0912102,920199.22,0.116557638,-0.045454545,0,0
117,1,2010,[],[],28.30000114,[],15.19999981,0.095397859,54600000,11683896.37,979564.05,24.80000114,14,196,384,28.39999962,40,0.0888148,979564.05,-1.82207716,7.577597146,0,0
117,2,2010,[],[],25.5,[],262.6000061,0.095397859,54600000,11683896.37,979564.05,27.70000076,4,196,384,25.60000038,191,0.0888148,979564.05,-3.73571475,143.7081209,0,0
117,3,2010,[],[],24.20000076,[],229.4000092,0.095397859,54600000,11683896.37,979564.05,27.30000114,77.40000153,196,384,25,172.8000031,0.0888148,979564.05,-2.680843708,64.33377293,0,0
117,4,2010,[],[],23.89999962,[],0,0.095397859,54600000,11683896.37,979564.05,24.30000114,173.6000061,196,384,23.89999962,0,0.0888148,979564.05,0.116557638,-0.045454545,0,0
117,1,2011,[],[],29.20000076,[],0,0.053079242,57500000,12017192,999404.04,26.20000076,0,196,384,28.30000114,15.19999981,0.0833982,999404.04,-0.92207754,-7.622402664,0,0
117,2,2011,[],[],25.5,[],42.10000229,0.053079242,57500000,12017192,999404.04,27.10000038,4,196,384,25.5,262.6000061,0.0833982,999404.04,-3.73571475,-76.79188294,0,0
117,3,2011,101,1,24.5,12,263,0.053079242,57500000,12017192,999404.04,26.89999962,89.59999847,196,384,24.20000076,229.4000092,0.0833982,999404.04,-2.380844468,97.93376373,101,1
117,4,2011,[],[],23.10000038,[],0,0.053079242,57500000,12017192,999404.04,24.70000076,172.3000031,196,384,23.89999962,0,0.0833982,999404.04,-0.683441602,-0.045454545,0,0
117,1,2012,[],[],27.30000114,[],0,0.042058902,59900000,12919542.05,972762.79,24.39999962,0,196,384,29.20000076,0,0.0819339,972762.79,-2.82207716,-7.622402664,0,0
117,2,2012,[],[],24.5,[],299.1000061,0.042058902,59900000,12919542.05,972762.79,27.39999962,4,196,384,25.5,42.10000229,0.0819339,972762.79,-4.73571475,180.2081209,0,0
117,3,2012,[],[],23.89999962,[],326,0.042058902,59900000,12919542.05,972762.79,26.20000076,164,196,384,24.5,263,0.0819339,972762.79,-2.980844848,160.9337637,0,0
117,4,2012,[],[],23.80000114,[],0,0.042058902,59900000,12919542.05,972762.79,23.70000076,270,196,384,23.10000038,0,0.0819339,972762.79,0.016559158,-0.045454545,0,0
117,1,2013,[],[],29.89999962,[],257.8000183,0.054877934,63200000,13247801.8,1030937.33,25.70000076,0,196,384,27.30000114,0,0.0792973,1030937.33,-0.22207868,250.1776156,0,0
117,2,2013,[],[],25.5,[],142.3000031,0.054877934,63200000,13247801.8,1030937.33,26.5,4,196,384,24.5,299.1000061,0.0792973,1030937.33,-3.73571475,23.40811787,0,0
117,3,2013,[],[],23.89999962,[],253.5,0.054877934,63200000,13247801.8,1030937.33,26.89999962,155,196,384,23.89999962,326,0.0792973,1030937.33,-2.980844848,88.43376373,0,0
117,4,2013,[],[],24.70000076,[],0,0.054877934,63200000,13247801.8,1030937.33,23.20000076,154.3000031,196,384,23.80000114,0,0.0792973,1030937.33,0.916558778,-0.045454545,0,0
117,1,2014,[],[],28.80000114,[],45.5,0.062229416,67200000,13793450.01,1086847,25.60000038,0,196,384,29.89999962,257.8000183,0.0813335,1086847,-1.32207716,37.87759734,0,0
117,2,2014,[],[],26,[],188.1999969,0.062229416,67200000,13793450.01,1086847,26.30000114,4,196,384,25.5,142.3000031,0.0813335,1086847,-3.23571475,69.30811167,0,0
117,3,2014,[],[],23.89999962,[],261.3999939,0.062229416,67200000,13793450.01,1086847,26.30000114,100.2000046,196,384,23.89999962,253.5,0.0813335,1086847,-2.980844848,96.33375763,0,0
117,4,2014,[],[],24.20000076,[],0,0.062229416,67200000,13793450.01,1086847,23.60000038,236.1000061,196,384,24.70000076,0,0.0813335,1086847,0.416558778,-0.045454545,0,0
117,1,2015,[],[],29,[],0,0.027863983,69000000,14274936.74,1151323.39,25.60000038,0,196,384,28.80000114,45.5,0.0762499,1151323.39,-1.1220783,-7.622402664,0,0
117,2,2015,[],[],25.5,[],110.7000046,0.027863983,69000000,14274936.74,1151323.39,26.30000114,4,196,384,26,188.1999969,0.0762499,1151323.39,-3.73571475,-8.191880632,0,0
117,3,2015,[],[],23.89999962,[],305.8999939,0.027863983,69000000,14274936.74,1151323.39,27.10000038,104.3000031,196,384,23.89999962,261.3999939,0.0762499,1151323.39,-2.980844848,140.8337576,0,0
117,4,2015,[],[],22.30000114,[],0,0.027863983,69000000,14274936.74,1151323.39,24.10000038,261.1000061,196,384,24.20000076,0,0.0762499,1151323.39,-1.483440842,-0.045454545,0,0
128,1,2009,[],[],30,[],23,0.083533442,49900000,11046155.59,920199.22,26.39999962,0,198,376,29.89999962,23,0.0912102,920199.22,-0.1220783,15.37759734,0,0
128,2,2009,[],[],26.30000114,[],179,0.083533442,49900000,11046155.59,920199.22,29.60000038,2,198,376,26,149.5,0.0912102,920199.22,-2.93571361,60.10811477,0,0
128,3,2009,[],[],25.80000114,[],270.8000183,0.083533442,49900000,11046155.59,920199.22,27.39999962,146,198,376,25.60000038,256,0.0912102,920199.22,-1.080843328,105.733782,0,0
128,4,2009,14,1,26.80000114,12,0,0.083533442,49900000,11046155.59,920199.22,25.30000114,454.3999939,198,376,26.5,0,0.0912102,920199.22,3.016559158,-0.045454545,14,1
128,1,2010,[],[],30.5,[],0,0.095397859,54600000,11683896.37,979564.05,26.20000076,0,198,376,30,23,0.0888148,979564.05,0.3779217,-7.622402664,0,0
128,2,2010,[],[],26.10000038,[],114.7000046,0.095397859,54600000,11683896.37,979564.05,30.39999962,2,198,376,26.30000114,179,0.0888148,979564.05,-3.13571437,-4.191880632,0,0
128,3,2010,[],[],25.30000114,[],196.6999969,0.095397859,54600000,11683896.37,979564.05,28.10000038,152.8000031,198,376,25.80000114,270.8000183,0.0888148,979564.05,-1.580843328,31.63376063,0,0
128,4,2010,[],[],25.70000076,[],0,0.095397859,54600000,11683896.37,979564.05,25,243,198,376,26.80000114,0,0.0888148,979564.05,1.916558778,-0.045454545,0,0
